p H,DO,EC,WT,BOD,COD,TOC,Chla,SS,TN, T P,NH3N,PO4P,Flow,logTC,logFC
7.9 ,9.0 ,362 ,31.2 ,6.1 ,9.9 ,7.6 ,27.4 ,9.0 ,5.317 ,0.115 ,3.237 ,0.060 ,11.473 ,3.6990 ,3.2553 
8.4 ,13.2 ,441 ,31.2 ,8.9 ,13.3 ,9.3 ,156.1 ,16.5 ,6.737 ,0.148 ,3.942 ,0.022 ,8.048 ,3.3222 ,2.8573 
8.7 ,13.3 ,375 ,32.4 ,8.8 ,15.9 ,10.9 ,150.6 ,26.6 ,6.113 ,0.202 ,2.794 ,0.039 ,9.710 ,3.2304 ,2.7076 
8.6 ,12.5 ,448 ,32.5 ,9.0 ,15.8 ,10.2 ,174.7 ,20.9 ,7.394 ,0.224 ,3.814 ,0.026 ,7.253 ,3.5185 ,2.9294 
7.9 ,9.5 ,351 ,31.5 ,7.4 ,12.8 ,9.9 ,54.6 ,11.7 ,4.901 ,0.345 ,4.074 ,0.224 ,12.018 ,4.8388 ,4.0000 
8.4 ,10.2 ,455 ,29.8 ,7.1 ,13.5 ,8.8 ,85.3 ,12.2 ,5.998 ,0.124 ,2.894 ,0.026 ,7.245 ,3.2788 ,2.6128 
6.9 ,6.7 ,116 ,24.3 ,3.3 ,9.6 ,6.6 ,5.6 ,48.1 ,1.878 ,0.215 ,0.371 ,0.082 ,217.329 ,4.7559 ,4.4771 
7.1 ,5.1 ,228 ,25.8 ,3.0 ,6.0 ,5.5 ,2.6 ,10.3 ,3.338 ,0.240 ,1.545 ,0.136 ,28.952 ,4.7559 ,4.4150 
7.1 ,5.2 ,307 ,24.8 ,3.6 ,7.7 ,6.0 ,15.7 ,6.8 ,5.606 ,0.194 ,3.313 ,0.138 ,14.625 ,5.2553 ,4.9590 
7.4 ,7.2 ,317 ,25.1 ,6.0 ,9.9 ,7.7 ,54.3 ,13.6 ,4.811 ,0.214 ,3.057 ,0.136 ,15.826 ,5.1761 ,5.0414 
7.6 ,10.0 ,324 ,22.3 ,6.4 ,11.3 ,7.4 ,41.4 ,10.4 ,5.748 ,0.110 ,2.150 ,0.022 ,11.305 ,4.2041 ,3.6532 
7.2 ,10.2 ,356 ,21.2 ,7.0 ,9.8 ,8.5 ,72.8 ,9.7 ,4.237 ,0.092 ,2.362 ,0.026 ,10.083 ,4.0414 ,3.4914 
7.1 ,6.3 ,194 ,19.7 ,4.2 ,8.8 ,7.5 ,6.2 ,14.9 ,3.402 ,0.323 ,1.720 ,0.255 ,27.903 ,5.0792 ,4.6021 
7.4 ,8.8 ,331 ,18.1 ,3.8 ,7.1 ,6.0 ,27.3 ,8.4 ,5.342 ,0.096 ,2.109 ,0.034 ,12.326 ,3.4314 ,3.3222 
7.5 ,9.5 ,382 ,17.1 ,4.1 ,7.1 ,6.9 ,26.3 ,7.8 ,5.273 ,0.138 ,2.268 ,0.015 ,5.575 ,3.5315 ,3.0414 
7.4 ,8.5 ,418 ,16.0 ,5.2 ,6.8 ,8.3 ,36.2 ,6.8 ,6.458 ,0.141 ,3.527 ,0.018 ,8.431 ,4.0414 ,3.5563 
7.8 ,9.7 ,431 ,14.6 ,4.2 ,7.6 ,7.6 ,31.8 ,5.4 ,5.767 ,0.155 ,2.155 ,0.019 ,6.875 ,3.8195 ,2.7634 
7.5 ,6.0 ,380 ,15.1 ,5.9 ,10.9 ,9.5 ,36.9 ,13.4 ,5.008 ,0.394 ,2.689 ,0.173 ,11.748 ,5.0792 ,4.9031 
7.9 ,11.6 ,423 ,12.8 ,5.1 ,10.0 ,8.4 ,73.2 ,11.3 ,5.873 ,0.154 ,2.429 ,0.046 ,7.934 ,3.9085 ,3.2304 
7.8 ,11.5 ,424 ,11.1 ,5.3 ,10.2 ,8.9 ,85.5 ,12.1 ,6.104 ,0.134 ,2.680 ,0.027 ,7.336 ,4.4771 ,3.8633 
8.0 ,12.1 ,475 ,12.0 ,4.1 ,8.7 ,8.2 ,77.5 ,10.9 ,6.814 ,0.115 ,2.495 ,0.026 ,17.461 ,4.3617 ,4.0792 
7.9 ,11.2 ,442 ,6.0 ,4.2 ,8.7 ,8.7 ,74.0 ,9.3 ,6.078 ,0.231 ,2.681 ,0.067 ,11.589 ,4.6128 ,3.3979 
7.9 ,12.3 ,479 ,6.7 ,3.8 ,8.1 ,7.8 ,45.8 ,8.2 ,7.134 ,0.113 ,2.610 ,0.022 ,14.400 ,3.2553 ,1.9542 
7.8 ,11.1 ,468 ,8.9 ,3.7 ,7.9 ,7.6 ,51.3 ,9.6 ,6.647 ,0.099 ,2.436 ,0.035 ,7.536 ,3.3222 ,2.2304 
8.2 ,12.5 ,473 ,6.0 ,5.4 ,8.5 ,8.5 ,31.4 ,7.3 ,9.091 ,0.165 ,3.550 ,0.028 ,6.029 ,2.6021 ,1.4771 
7.5 ,12.1 ,475 ,7.6 ,3.5 ,7.4 ,8.0 ,44.7 ,10.1 ,9.184 ,0.171 ,3.591 ,0.037 ,6.814 ,2.3424 ,1.4150 
7.6 ,12.1 ,489 ,6.8 ,4.2 ,8.5 ,6.7 ,32.4 ,10.0 ,9.308 ,0.136 ,4.264 ,0.025 ,6.606 ,2.4771 ,1.5051 
7.8 ,13.3 ,503 ,6.5 ,5.5 ,11.4 ,8.9 ,59.6 ,13.0 ,9.210 ,0.145 ,4.482 ,0.007 ,6.281 ,3.3010 ,1.6628 
7.4 ,8.9 ,394 ,8.1 ,6.6 ,14.2 ,11.3 ,99.0 ,20.8 ,5.577 ,0.246 ,2.636 ,0.033 ,7.706 ,4.0414 ,3.5911 
8.1 ,13.5 ,454 ,5.9 ,6.6 ,13.6 ,9.2 ,121.4 ,17.7 ,9.075 ,0.151 ,4.231 ,0.019 ,6.805 ,3.6232 ,2.1139 
7.7 ,15.6 ,469 ,7.0 ,5.9 ,13.5 ,10.9 ,92.2 ,20.3 ,8.100 ,0.190 ,4.253 ,0.009 ,6.763 ,3.4314 ,1.9031 
8.0 ,11.6 ,418 ,9.0 ,7.1 ,14.9 ,10.7 ,148.2 ,17.6 ,7.637 ,0.194 ,3.988 ,0.012 ,7.848 ,4.1761 ,2.7924 
7.6 ,12.8 ,472 ,12.0 ,5.2 ,10.7 ,8.7 ,68.1 ,10.1 ,8.738 ,0.112 ,5.474 ,0.012 ,6.728 ,2.9542 ,1.4771 
7.5 ,8.7 ,487 ,12.1 ,6.0 ,12.2 ,9.3 ,76.8 ,11.5 ,9.938 ,0.181 ,6.386 ,0.014 ,6.155 ,4.7709 ,3.7924 
7.8 ,12.1 ,469 ,12.1 ,6.9 ,14.7 ,9.9 ,80.5 ,14.2 ,8.278 ,0.260 ,5.685 ,0.016 ,5.857 ,3.5441 ,2.0000 
8.1 ,8.0 ,387 ,11.8 ,5.9 ,12.4 ,8.0 ,41.4 ,12.8 ,6.130 ,0.223 ,3.033 ,0.066 ,16.455 ,4.4314 ,2.9031 
8.1 ,8.6 ,471 ,12.2 ,5.5 ,11.3 ,8.9 ,24.1 ,22.4 ,8.005 ,0.200 ,3.618 ,0.024 ,18.307 ,3.7993 ,2.1139 
8.2 ,7.9 ,380 ,14.8 ,7.2 ,15.6 ,11.1 ,26.0 ,21.2 ,8.106 ,0.580 ,5.769 ,0.268 ,13.035 ,4.7243 ,3.9777 
9.0 ,11.8 ,374 ,13.7 ,5.8 ,12.5 ,8.8 ,84.0 ,28.5 ,5.834 ,0.349 ,3.224 ,0.019 ,21.184 ,4.3617 ,3.1139 
8.4 ,10.1 ,412 ,20.2 ,5.8 ,12.7 ,8.5 ,70.5 ,18.0 ,6.980 ,0.253 ,4.554 ,0.021 ,14.510 ,3.3424 ,2.3802 
7.8 ,6.8 ,234 ,15.6 ,5.8 ,12.2 ,8.3 ,16.2 ,59.1 ,3.922 ,0.407 ,2.428 ,0.156 ,25.249 ,5.4914 ,4.7853 
8.6 ,10.1 ,410 ,19.4 ,4.7 ,9.7 ,7.3 ,41.1 ,13.5 ,6.186 ,0.147 ,3.514 ,0.023 ,7.723 ,3.5563 ,2.3979 
7.5 ,12.4 ,451 ,21.6 ,5.5 ,11.9 ,8.4 ,79.0 ,12.3 ,6.702 ,0.192 ,4.021 ,0.019 ,5.984 ,3.1761 ,2.3424 
7.3 ,5.6 ,290 ,20.9 ,4.3 ,9.7 ,7.0 ,42.5 ,10.7 ,4.323 ,0.181 ,1.271 ,0.038 ,13.853 ,3.8451 ,3.2041 
7.0 ,4.3 ,246 ,20.4 ,4.5 ,9.8 ,8.0 ,35.9 ,16.5 ,3.150 ,0.269 ,1.763 ,0.101 ,36.764 ,5.3802 ,4.8808 
7.6 ,8.4 ,322 ,22.9 ,6.3 ,13.5 ,10.9 ,68.7 ,16.4 ,4.318 ,0.195 ,2.490 ,0.016 ,21.386 ,3.1461 ,2.5563 
7.7 ,4.7 ,295 ,24.1 ,5.4 ,11.1 ,8.0 ,34.6 ,10.8 ,3.511 ,0.247 ,2.037 ,0.085 ,21.006 ,4.4771 ,3.1139 
8.2 ,8.2 ,334 ,24.4 ,6.9 ,14.9 ,8.6 ,77.6 ,13.2 ,4.374 ,0.225 ,2.197 ,0.009 ,7.440 ,3.6721 ,1.3222 
7.9 ,4.8 ,347 ,26.0 ,6.8 ,14.4 ,9.3 ,74.4 ,16.9 ,5.528 ,0.132 ,3.397 ,0.037 ,8.625 ,4.6021 ,3.8921 
7.2 ,3.8 ,265 ,24.3 ,4.8 ,10.8 ,8.7 ,8.3 ,21.4 ,4.910 ,0.217 ,2.785 ,0.150 ,31.490 ,4.8865 ,4.8692 
7.3 ,6.7 ,329 ,27.1 ,4.8 ,14.6 ,10.7 ,67.1 ,14.6 ,4.727 ,0.127 ,2.016 ,0.020 ,17.809 ,3.1461 ,2.7324 
8.7 ,7.4 ,323 ,26.4 ,4.4 ,10.4 ,11.1 ,63.7 ,14.9 ,4.924 ,0.163 ,2.685 ,0.025 ,9.600 ,4.6232 ,2.9542 
8.1 ,4.7 ,201 ,26.6 ,3.5 ,8.3 ,8.1 ,5.9 ,8.1 ,3.651 ,0.154 ,1.520 ,0.114 ,41.395 ,4.8573 ,4.3424 
7.4 ,5.7 ,165 ,26.1 ,2.8 ,7.0 ,7.7 ,4.3 ,15.4 ,2.390 ,0.153 ,0.633 ,0.088 ,72.506 ,4.9138 ,4.4624 
7.7 ,8.6 ,326 ,30.2 ,4.6 ,10.0 ,5.9 ,65.4 ,9.0 ,3.816 ,0.165 ,1.529 ,0.005 ,9.967 ,3.0000 ,2.5051 
7.2 ,4.6 ,230 ,27.3 ,3.1 ,12.8 ,11.0 ,22.1 ,39.7 ,3.724 ,0.305 ,1.989 ,0.188 ,155.564 ,5.3222 ,4.8976 
8.1 ,10.2 ,316 ,28.7 ,5.1 ,10.2 ,10.3 ,106.9 ,20.2 ,4.803 ,0.151 ,1.756 ,0.019 ,12.800 ,3.3802 ,2.9031 
7.3 ,6.8 ,219 ,26.0 ,3.3 ,7.1 ,7.1 ,15.3 ,10.0 ,3.330 ,0.102 ,1.024 ,0.040 ,27.340 ,3.7924 ,4.0792 
7.3 ,7.7 ,280 ,24.3 ,3.8 ,6.4 ,4.9 ,40.7 ,8.7 ,3.690 ,0.078 ,1.444 ,0.035 ,36.966 ,3.8976 ,3.7559 
7.2 ,5.4 ,228 ,25.8 ,3.5 ,7.0 ,4.9 ,5.4 ,9.2 ,3.045 ,0.238 ,1.189 ,0.178 ,46.592 ,4.9823 ,4.1761 
8.0 ,10.1 ,289 ,27.3 ,4.6 ,8.1 ,5.5 ,43.8 ,6.1 ,3.832 ,0.072 ,1.337 ,0.003 ,20.979 ,3.3424 ,2.7709 
7.3 ,7.0 ,152 ,20.0 ,2.8 ,6.6 ,4.4 ,4.2 ,11.5 ,2.883 ,0.162 ,0.684 ,0.140 ,73.722 ,5.1761 ,4.7782 
7.4 ,8.7 ,268 ,25.0 ,4.1 ,7.2 ,4.8 ,47.8 ,8.5 ,3.606 ,0.093 ,1.034 ,0.007 ,27.399 ,3.5185 ,3.3010 
7.5 ,7.3 ,219 ,21.3 ,1.2 ,4.7 ,3.1 ,3.2 ,5.3 ,3.397 ,0.079 ,0.689 ,0.043 ,43.254 ,3.7993 ,3.3802 
7.6 ,8.8 ,249 ,20.3 ,3.7 ,6.0 ,5.3 ,29.4 ,9.6 ,3.984 ,0.055 ,0.906 ,0.017 ,27.438 ,3.3010 ,2.4472 
7.9 ,12.1 ,330 ,19.7 ,4.8 ,7.2 ,5.1 ,65.9 ,14.3 ,4.452 ,0.060 ,0.940 ,0.002 ,20.164 ,3.6128 ,2.8129 
8.2 ,12.7 ,365 ,17.1 ,5.8 ,8.2 ,7.4 ,88.7 ,11.9 ,4.791 ,0.056 ,1.763 ,0.002 ,8.700 ,2.7782 ,2.3010 
7.9 ,11.9 ,398 ,17.5 ,5.9 ,9.3 ,8.4 ,86.0 ,14.0 ,6.094 ,0.071 ,1.886 ,0.033 ,6.814 ,2.7160 ,2.1139 
7.6 ,9.6 ,447 ,14.8 ,4.8 ,7.4 ,6.6 ,26.9 ,7.5 ,6.901 ,0.079 ,2.949 ,0.064 ,4.900 ,3.5911 ,2.5911 
7.5 ,8.0 ,408 ,14.1 ,3.9 ,8.2 ,7.4 ,32.8 ,4.7 ,5.876 ,0.124 ,3.189 ,0.108 ,42.926 ,3.5682 ,2.7076 
7.7 ,11.5 ,421 ,13.2 ,5.4 ,9.0 ,8.3 ,62.2 ,8.6 ,6.574 ,0.070 ,2.831 ,0.038 ,24.990 ,2.6990 ,2.2304 
7.5 ,9.2 ,487 ,11.6 ,5.1 ,9.5 ,8.3 ,48.2 ,12.0 ,7.876 ,0.223 ,4.035 ,0.111 ,19.678 ,4.7160 ,4.0792 
7.7 ,15.5 ,483 ,8.0 ,6.8 ,13.5 ,10.2 ,99.5 ,20.9 ,6.820 ,0.097 ,2.805 ,0.004 ,9.533 ,3.3617 ,2.4914 
7.7 ,14.6 ,492 ,9.1 ,6.5 ,9.8 ,8.0 ,74.6 ,11.7 ,7.676 ,0.082 ,2.929 ,0.010 ,10.534 ,3.0414 ,2.1761 
7.7 ,12.9 ,456 ,7.4 ,5.9 ,9.0 ,7.3 ,58.8 ,11.5 ,6.246 ,0.062 ,2.222 ,0.002 ,10.533 ,3.1761 ,2.3222 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
